Defaulter,Total,Protocol,TTL,Length,Date,Time,Comments 
0,1031,UDP,128,1192,2022/01/20,12:28:14,NULL
0,1032,UDP,45,79,2022/01/20,12:28:14,NULL
0,1033,UDP,128,91,2022/01/20,12:28:14,NULL
0,1034,UDP,128,1192,2022/01/20,12:28:15,NULL
0,1035,UDP,45,86,2022/01/20,12:28:15,NULL
0,1036,UDP,128,90,2022/01/20,12:28:15,NULL
0,1037,UDP,128,1192,2022/01/20,12:28:15,NULL
0,1038,UDP,45,150,2022/01/20,12:28:15,NULL
0,1039,UDP,45,91,2022/01/20,12:28:15,NULL
0,1040,UDP,128,74,2022/01/20,12:28:15,NULL
0,1041,UDP,128,1193,2022/01/20,12:28:15,NULL
0,1042,UDP,128,73,2022/01/20,12:28:15,NULL
0,1043,UDP,45,97,2022/01/20,12:28:15,NULL
0,1044,UDP,128,1193,2022/01/20,12:28:15,NULL
0,1045,UDP,128,77,2022/01/20,12:28:15,NULL
0,1046,UDP,45,102,2022/01/20,12:28:15,NULL
0,1047,UDP,128,84,2022/01/20,12:28:15,NULL
0,1048,UDP,128,1193,2022/01/20,12:28:15,NULL
0,1049,UDP,45,87,2022/01/20,12:28:15,NULL
0,1050,UDP,128,80,2022/01/20,12:28:15,NULL
0,1051,UDP,45,94,2022/01/20,12:28:15,NULL
0,1052,UDP,128,1193,2022/01/20,12:28:15,NULL
0,1053,UDP,128,140,2022/01/20,12:28:15,NULL
0,1054,UDP,128,78,2022/01/20,12:28:15,NULL
0,1055,UDP,45,89,2022/01/20,12:28:15,NULL
0,1056,UDP,128,1193,2022/01/20,12:28:15,NULL
0,1057,UDP,128,79,2022/01/20,12:28:15,NULL
0,1058,UDP,45,80,2022/01/20,12:28:15,NULL
0,1059,UDP,128,81,2022/01/20,12:28:16,NULL
0,1060,UDP,45,84,2022/01/20,12:28:16,NULL
0,1061,UDP,128,80,2022/01/20,12:28:16,NULL
0,1062,UDP,45,84,2022/01/20,12:28:16,NULL
0,1063,UDP,45,82,2022/01/20,12:28:16,NULL
0,1064,UDP,128,76,2022/01/20,12:28:16,NULL
0,1065,UDP,128,74,2022/01/20,12:28:16,NULL
0,1066,UDP,45,80,2022/01/20,12:28:16,NULL
0,1067,UDP,128,81,2022/01/20,12:28:16,NULL
0,1068,UDP,45,90,2022/01/20,12:28:16,NULL
0,1069,UDP,128,81,2022/01/20,12:28:16,NULL
0,1070,UDP,45,92,2022/01/20,12:28:16,NULL
0,1071,UDP,128,84,2022/01/20,12:28:16,NULL
0,1072,UDP,128,83,2022/01/20,12:28:16,NULL
0,1073,UDP,45,106,2022/01/20,12:28:16,NULL
0,1074,UDP,128,88,2022/01/20,12:28:16,NULL
0,1075,UDP,45,103,2022/01/20,12:28:16,NULL
0,1076,UDP,128,80,2022/01/20,12:28:16,NULL
0,1077,UDP,45,108,2022/01/20,12:28:17,NULL
0,1078,UDP,45,92,2022/01/20,12:28:17,NULL
0,1079,UDP,128,98,2022/01/20,12:28:17,NULL
0,1080,UDP,45,76,2022/01/20,12:28:17,NULL
0,1081,UDP,128,50,2022/01/20,12:28:17,NULL
0,1082,UDP,128,84,2022/01/20,12:28:17,NULL
0,1083,UDP,45,73,2022/01/20,12:28:17,NULL
0,1084,UDP,128,78,2022/01/20,12:28:17,NULL
0,1085,UDP,45,77,2022/01/20,12:28:17,NULL
0,1086,UDP,45,80,2022/01/20,12:28:17,NULL
0,1087,UDP,128,79,2022/01/20,12:28:17,NULL
0,1088,UDP,128,80,2022/01/20,12:28:17,NULL
0,1089,UDP,45,80,2022/01/20,12:28:17,NULL
0,1090,UDP,128,78,2022/01/20,12:28:17,NULL
0,1091,UDP,45,94,2022/01/20,12:28:17,NULL
0,1092,UDP,45,92,2022/01/20,12:28:17,NULL
0,1093,UDP,128,81,2022/01/20,12:28:17,NULL
0,1094,TCP,128,79,2022/01/20,12:28:17,NULL
0,1095,UDP,128,82,2022/01/20,12:28:17,NULL
0,1096,UDP,45,93,2022/01/20,12:28:17,NULL
0,1097,UDP,128,85,2022/01/20,12:28:17,NULL
0,1098,UDP,45,97,2022/01/20,12:28:18,NULL
0,1099,UDP,128,80,2022/01/20,12:28:18,NULL
0,1100,UDP,45,102,2022/01/20,12:28:18,NULL
0,1101,UDP,45,86,2022/01/20,12:28:18,NULL
0,1102,UDP,128,85,2022/01/20,12:28:18,NULL
0,1103,UDP,128,80,2022/01/20,12:28:18,NULL
0,1104,UDP,45,77,2022/01/20,12:28:18,NULL
0,1105,UDP,128,79,2022/01/20,12:28:18,NULL
0,1106,UDP,45,76,2022/01/20,12:28:18,NULL
0,1107,UDP,45,72,2022/01/20,12:28:18,NULL
0,1108,UDP,128,85,2022/01/20,12:28:18,NULL
0,1109,UDP,45,74,2022/01/20,12:28:18,NULL
0,1110,UDP,128,81,2022/01/20,12:28:18,NULL
0,1111,UDP,128,77,2022/01/20,12:28:18,NULL
0,1112,UDP,45,77,2022/01/20,12:28:18,NULL
0,1113,UDP,45,75,2022/01/20,12:28:18,NULL
0,1114,UDP,128,79,2022/01/20,12:28:18,NULL
0,1115,UDP,45,79,2022/01/20,12:28:18,NULL
0,1116,UDP,128,78,2022/01/20,12:28:18,NULL
0,1117,TCP,44,40,2022/01/20,12:28:18,NULL
0,1118,UDP,128,83,2022/01/20,12:28:18,NULL
0,1119,UDP,128,98,2022/01/20,12:28:18,NULL
0,1120,UDP,45,79,2022/01/20,12:28:19,NULL
0,1121,UDP,45,81,2022/01/20,12:28:19,NULL
0,1122,UDP,128,85,2022/01/20,12:28:19,NULL
0,1123,UDP,45,73,2022/01/20,12:28:19,NULL
0,1124,UDP,128,82,2022/01/20,12:28:19,NULL
0,1125,UDP,45,150,2022/01/20,12:28:19,NULL
0,1126,UDP,128,79,2022/01/20,12:28:19,NULL
0,1127,UDP,45,184,2022/01/20,12:28:19,NULL
0,1128,UDP,45,80,2022/01/20,12:28:19,NULL
0,1129,UDP,128,92,2022/01/20,12:28:19,NULL
0,1130,UDP,128,81,2022/01/20,12:28:19,NULL
0,1131,UDP,45,75,2022/01/20,12:28:19,NULL
0,1132,UDP,45,80,2022/01/20,12:28:19,NULL
0,1133,UDP,128,78,2022/01/20,12:28:19,NULL
0,1134,UDP,128,81,2022/01/20,12:28:19,NULL
0,1135,UDP,45,77,2022/01/20,12:28:19,NULL
0,1136,UDP,45,73,2022/01/20,12:28:19,NULL
0,1137,UDP,128,82,2022/01/20,12:28:19,NULL
0,1138,UDP,128,80,2022/01/20,12:28:19,NULL
0,1139,UDP,45,72,2022/01/20,12:28:19,NULL
0,1140,UDP,45,56,2022/01/20,12:28:19,NULL
0,1141,UDP,45,154,2022/01/20,12:28:19,NULL
0,1142,UDP,128,84,2022/01/20,12:28:19,NULL
0,1143,UDP,45,78,2022/01/20,12:28:20,NULL
0,1144,UDP,128,79,2022/01/20,12:28:20,NULL
0,1145,UDP,45,76,2022/01/20,12:28:20,NULL
0,1146,UDP,128,83,2022/01/20,12:28:20,NULL
0,1147,UDP,128,61,2022/01/20,12:28:20,NULL
0,1148,UDP,45,69,2022/01/20,12:28:20,NULL
0,1149,UDP,128,82,2022/01/20,12:28:20,NULL
0,1150,UDP,45,68,2022/01/20,12:28:20,NULL
0,1151,UDP,128,83,2022/01/20,12:28:20,NULL
0,1152,UDP,45,71,2022/01/20,12:28:20,NULL
0,1153,UDP,128,88,2022/01/20,12:28:20,NULL
0,1154,UDP,45,77,2022/01/20,12:28:20,NULL
0,1155,UDP,128,114,2022/01/20,12:28:20,NULL
0,1156,UDP,128,80,2022/01/20,12:28:20,NULL
0,1157,UDP,45,81,2022/01/20,12:28:20,NULL
0,1158,UDP,51,53,2022/01/20,12:28:20,NULL
0,1159,UDP,45,84,2022/01/20,12:28:20,NULL
0,1160,UDP,128,83,2022/01/20,12:28:20,NULL
0,1161,UDP,45,94,2022/01/20,12:28:20,NULL
0,1162,UDP,128,86,2022/01/20,12:28:20,NULL
0,1163,TCP,45,250,2022/01/20,12:28:20,NULL
0,1164,UDP,128,83,2022/01/20,12:28:20,NULL
0,1165,UDP,45,99,2022/01/20,12:28:20,NULL
0,1166,UDP,128,50,2022/01/20,12:28:20,NULL
0,1167,UDP,128,80,2022/01/20,12:28:21,NULL
0,1168,UDP,45,94,2022/01/20,12:28:21,NULL
0,1169,UDP,128,48,2022/01/20,12:28:21,NULL
0,1170,TCP,128,40,2022/01/20,12:28:21,NULL
0,1171,UDP,128,86,2022/01/20,12:28:21,NULL
0,1172,UDP,45,90,2022/01/20,12:28:21,NULL
0,1173,UDP,128,87,2022/01/20,12:28:21,NULL
0,1174,UDP,45,98,2022/01/20,12:28:21,NULL
0,1175,UDP,45,99,2022/01/20,12:28:21,NULL
0,1176,UDP,128,93,2022/01/20,12:28:21,NULL
0,1177,UDP,128,85,2022/01/20,12:28:21,NULL
0,1178,UDP,45,101,2022/01/20,12:28:21,NULL
0,1179,UDP,128,91,2022/01/20,12:28:21,NULL
0,1180,UDP,45,104,2022/01/20,12:28:21,NULL
0,1181,UDP,128,91,2022/01/20,12:28:21,NULL
0,1182,UDP,4,165,2022/01/20,12:28:21,NULL
0,1183,UDP,45,108,2022/01/20,12:28:21,NULL
0,1184,TCP,45,278,2022/01/20,12:28:21,NULL
0,1185,TCP,45,277,2022/01/20,12:28:21,NULL
0,1186,TCP,128,40,2022/01/20,12:28:21,NULL
0,1187,UDP,128,83,2022/01/20,12:28:22,NULL
0,1188,UDP,45,95,2022/01/20,12:28:22,NULL
0,1189,UDP,128,128,2022/01/20,12:28:22,NULL
0,1190,UDP,128,80,2022/01/20,12:28:22,NULL
0,1191,UDP,45,104,2022/01/20,12:28:22,NULL
0,1192,UDP,128,85,2022/01/20,12:28:22,NULL
0,1193,UDP,45,103,2022/01/20,12:28:22,NULL
0,1194,UDP,45,100,2022/01/20,12:28:22,NULL
0,1195,UDP,128,88,2022/01/20,12:28:22,NULL
0,1196,UDP,128,86,2022/01/20,12:28:22,NULL
0,1197,UDP,45,100,2022/01/20,12:28:22,NULL
0,1198,UDP,128,86,2022/01/20,12:28:22,NULL
0,1199,UDP,45,100,2022/01/20,12:28:22,NULL
0,1200,UDP,42,136,2022/01/20,12:28:22,NULL
0,1201,UDP,128,81,2022/01/20,12:28:22,NULL
0,1202,UDP,45,97,2022/01/20,12:28:22,NULL
0,1203,UDP,128,100,2022/01/20,12:28:22,NULL
0,1204,UDP,45,97,2022/01/20,12:28:23,NULL
0,1205,UDP,128,97,2022/01/20,12:28:23,NULL
0,1206,UDP,45,94,2022/01/20,12:28:23,NULL
0,1207,UDP,45,98,2022/01/20,12:28:23,NULL
0,1208,UDP,128,95,2022/01/20,12:28:23,NULL
0,1209,UDP,128,1194,2022/01/20,12:28:23,NULL
0,1210,UDP,45,126,2022/01/20,12:28:23,NULL
0,1211,UDP,128,106,2022/01/20,12:28:23,NULL
0,1212,UDP,45,90,2022/01/20,12:28:23,NULL
0,1213,UDP,128,1194,2022/01/20,12:28:23,NULL
0,1214,UDP,128,96,2022/01/20,12:28:23,NULL
0,1215,UDP,45,93,2022/01/20,12:28:23,NULL
0,1216,UDP,45,108,2022/01/20,12:28:23,NULL
0,1217,UDP,128,1194,2022/01/20,12:28:23,NULL
0,1218,UDP,128,101,2022/01/20,12:28:23,NULL
0,1219,UDP,45,92,2022/01/20,12:28:23,NULL
0,1220,UDP,128,1195,2022/01/20,12:28:23,NULL
0,1221,UDP,128,105,2022/01/20,12:28:23,NULL
0,1222,UDP,45,82,2022/01/20,12:28:23,NULL
0,1223,UDP,128,97,2022/01/20,12:28:23,NULL
0,1224,UDP,128,1195,2022/01/20,12:28:23,NULL
0,1225,UDP,45,84,2022/01/20,12:28:23,NULL
0,1226,UDP,128,98,2022/01/20,12:28:24,NULL
0,1227,UDP,45,87,2022/01/20,12:28:24,NULL
0,1228,UDP,128,1195,2022/01/20,12:28:24,NULL
0,1229,NULL,NULL,NULL,2022/01/20,12:28:24,NULL
0,1230,NULL,NULL,NULL,2022/01/20,12:28:24,NULL
0,1231,UDP,128,95,2022/01/20,12:28:24,NULL
0,1232,UDP,45,94,2022/01/20,12:28:24,NULL
0,1233,UDP,128,1195,2022/01/20,12:28:24,NULL
0,1234,UDP,128,90,2022/01/20,12:28:24,NULL
0,1235,UDP,45,87,2022/01/20,12:28:24,NULL
0,1236,UDP,128,76,2022/01/20,12:28:24,NULL
0,1237,UDP,45,97,2022/01/20,12:28:24,NULL
0,1238,UDP,128,81,2022/01/20,12:28:24,NULL
0,1239,UDP,45,88,2022/01/20,12:28:24,NULL
0,1240,UDP,128,84,2022/01/20,12:28:24,NULL
0,1241,UDP,45,93,2022/01/20,12:28:24,NULL
0,1242,UDP,128,76,2022/01/20,12:28:24,NULL
0,1243,UDP,45,90,2022/01/20,12:28:24,NULL
0,1244,UDP,128,74,2022/01/20,12:28:24,NULL
0,1245,UDP,45,86,2022/01/20,12:28:24,NULL
0,1246,TCP,45,240,2022/01/20,12:28:24,NULL
0,1247,UDP,128,77,2022/01/20,12:28:24,NULL
0,1248,UDP,45,87,2022/01/20,12:28:24,NULL
0,1249,UDP,128,79,2022/01/20,12:28:24,NULL
0,1250,UDP,128,77,2022/01/20,12:28:24,NULL
0,1251,UDP,45,85,2022/01/20,12:28:24,NULL
0,1252,TCP,128,40,2022/01/20,12:28:25,NULL
0,1253,UDP,128,75,2022/01/20,12:28:25,NULL
0,1254,UDP,45,88,2022/01/20,12:28:25,NULL
0,1255,UDP,45,94,2022/01/20,12:28:25,NULL
0,1256,UDP,45,184,2022/01/20,12:28:25,NULL
0,1257,UDP,128,92,2022/01/20,12:28:25,NULL
0,1258,UDP,128,81,2022/01/20,12:28:25,NULL
0,1259,UDP,45,104,2022/01/20,12:28:25,NULL
0,1260,UDP,128,78,2022/01/20,12:28:25,NULL
0,1261,UDP,45,97,2022/01/20,12:28:25,NULL
0,1262,UDP,128,79,2022/01/20,12:28:25,NULL
0,1263,UDP,45,101,2022/01/20,12:28:25,NULL
0,1264,UDP,128,79,2022/01/20,12:28:25,NULL
0,1265,UDP,45,89,2022/01/20,12:28:25,NULL
0,1266,UDP,128,77,2022/01/20,12:28:25,NULL
0,1267,UDP,45,150,2022/01/20,12:28:25,NULL
0,1268,UDP,45,87,2022/01/20,12:28:25,NULL
0,1269,UDP,128,81,2022/01/20,12:28:25,NULL
0,1270,UDP,45,89,2022/01/20,12:28:25,NULL
0,1271,UDP,128,79,2022/01/20,12:28:25,NULL
0,1272,UDP,45,91,2022/01/20,12:28:25,NULL
0,1273,UDP,45,154,2022/01/20,12:28:25,NULL
0,1274,UDP,128,74,2022/01/20,12:28:25,NULL
0,1275,UDP,45,96,2022/01/20,12:28:25,NULL
0,1276,UDP,128,78,2022/01/20,12:28:25,NULL
0,1277,UDP,45,85,2022/01/20,12:28:25,NULL
0,1278,UDP,128,75,2022/01/20,12:28:26,NULL
0,1279,UDP,45,94,2022/01/20,12:28:26,NULL
0,1280,UDP,45,90,2022/01/20,12:28:26,NULL
0,1281,UDP,128,75,2022/01/20,12:28:26,NULL
0,1282,UDP,128,76,2022/01/20,12:28:26,NULL
0,1283,UDP,45,100,2022/01/20,12:28:26,NULL
0,1284,UDP,128,75,2022/01/20,12:28:26,NULL
0,1285,UDP,45,95,2022/01/20,12:28:26,NULL
0,1286,UDP,128,78,2022/01/20,12:28:26,NULL
0,1287,UDP,45,89,2022/01/20,12:28:26,NULL
0,1288,UDP,128,78,2022/01/20,12:28:26,NULL
0,1289,UDP,45,88,2022/01/20,12:28:26,NULL
0,1290,UDP,45,83,2022/01/20,12:28:26,NULL
0,1291,UDP,128,78,2022/01/20,12:28:26,NULL
0,1292,UDP,128,76,2022/01/20,12:28:26,NULL
0,1293,UDP,45,88,2022/01/20,12:28:26,NULL
0,1294,UDP,128,77,2022/01/20,12:28:26,NULL
0,1295,UDP,45,87,2022/01/20,12:28:26,NULL
0,1296,UDP,128,76,2022/01/20,12:28:26,NULL
0,1297,UDP,45,88,2022/01/20,12:28:26,NULL
0,1298,UDP,128,75,2022/01/20,12:28:26,NULL
0,1299,UDP,45,88,2022/01/20,12:28:26,NULL
0,1300,UDP,128,75,2022/01/20,12:28:26,NULL
0,1301,UDP,45,91,2022/01/20,12:28:27,NULL
0,1302,UDP,128,80,2022/01/20,12:28:27,NULL
0,1303,UDP,45,101,2022/01/20,12:28:27,NULL
0,1304,UDP,128,76,2022/01/20,12:28:27,NULL
0,1305,UDP,45,93,2022/01/20,12:28:27,NULL
0,1306,UDP,128,79,2022/01/20,12:28:27,NULL
0,1307,UDP,45,90,2022/01/20,12:28:27,NULL
0,1308,UDP,45,98,2022/01/20,12:28:27,NULL
0,1309,UDP,128,80,2022/01/20,12:28:27,NULL
0,1310,UDP,128,77,2022/01/20,12:28:27,NULL
0,1311,UDP,45,90,2022/01/20,12:28:27,NULL
0,1312,UDP,45,89,2022/01/20,12:28:27,NULL
0,1313,UDP,128,79,2022/01/20,12:28:27,NULL
0,1314,UDP,128,76,2022/01/20,12:28:27,NULL
0,1315,UDP,45,88,2022/01/20,12:28:27,NULL
0,1316,UDP,128,79,2022/01/20,12:28:27,NULL
0,1317,UDP,45,86,2022/01/20,12:28:27,NULL
0,1318,UDP,128,76,2022/01/20,12:28:27,NULL
0,1319,UDP,45,91,2022/01/20,12:28:27,NULL
0,1320,UDP,128,76,2022/01/20,12:28:27,NULL
0,1321,UDP,45,88,2022/01/20,12:28:28,NULL
0,1322,UDP,128,114,2022/01/20,12:28:28,NULL
0,1323,UDP,128,75,2022/01/20,12:28:28,NULL
0,1324,UDP,45,84,2022/01/20,12:28:28,NULL
0,1325,UDP,128,79,2022/01/20,12:28:28,NULL
0,1326,UDP,45,85,2022/01/20,12:28:28,NULL
0,1327,UDP,128,77,2022/01/20,12:28:28,NULL
0,1328,UDP,45,87,2022/01/20,12:28:28,NULL
0,1329,UDP,128,1208,2022/01/20,12:28:28,NULL
0,1330,UDP,128,75,2022/01/20,12:28:28,NULL
0,1331,UDP,45,92,2022/01/20,12:28:28,NULL
0,1332,UDP,128,77,2022/01/20,12:28:28,NULL
0,1333,UDP,45,86,2022/01/20,12:28:28,NULL
0,1334,UDP,128,1208,2022/01/20,12:28:28,NULL
0,1335,UDP,128,77,2022/01/20,12:28:28,NULL
0,1336,UDP,45,90,2022/01/20,12:28:28,NULL
0,1337,UDP,128,1208,2022/01/20,12:28:28,NULL
0,1338,UDP,128,50,2022/01/20,12:28:28,NULL
0,1339,UDP,128,78,2022/01/20,12:28:28,NULL
0,1340,UDP,45,126,2022/01/20,12:28:28,NULL
0,1341,UDP,45,87,2022/01/20,12:28:28,NULL
0,1342,UDP,128,1208,2022/01/20,12:28:28,NULL
0,1343,UDP,128,77,2022/01/20,12:28:28,NULL
0,1344,UDP,45,91,2022/01/20,12:28:29,NULL
0,1345,UDP,128,1208,2022/01/20,12:28:29,NULL
0,1346,UDP,128,79,2022/01/20,12:28:29,NULL
0,1347,UDP,45,87,2022/01/20,12:28:29,NULL
0,1348,UDP,128,74,2022/01/20,12:28:29,NULL
0,1349,UDP,45,90,2022/01/20,12:28:29,NULL
0,1350,UDP,128,1208,2022/01/20,12:28:29,NULL
0,1351,UDP,128,79,2022/01/20,12:28:29,NULL
0,1352,UDP,45,86,2022/01/20,12:28:29,NULL
0,1353,UDP,128,1208,2022/01/20,12:28:29,NULL
0,1354,UDP,128,78,2022/01/20,12:28:29,NULL
0,1355,UDP,45,92,2022/01/20,12:28:29,NULL
0,1356,UDP,128,1208,2022/01/20,12:28:29,NULL
0,1357,UDP,128,79,2022/01/20,12:28:29,NULL
0,1358,UDP,128,140,2022/01/20,12:28:29,NULL
0,1359,UDP,45,91,2022/01/20,12:28:29,NULL
0,1360,UDP,128,1208,2022/01/20,12:28:29,NULL
0,1361,UDP,128,78,2022/01/20,12:28:29,NULL
0,1362,UDP,128,76,2022/01/20,12:28:29,NULL
0,1363,UDP,128,1208,2022/01/20,12:28:29,NULL
0,1364,UDP,128,76,2022/01/20,12:28:29,NULL
0,1365,UDP,45,93,2022/01/20,12:28:29,NULL
0,1366,UDP,45,86,2022/01/20,12:28:29,NULL
0,1367,UDP,45,84,2022/01/20,12:28:29,NULL
0,1368,UDP,128,1208,2022/01/20,12:28:29,NULL
0,1369,UDP,128,79,2022/01/20,12:28:29,NULL
0,1370,UDP,128,1208,2022/01/20,12:28:29,NULL
0,1371,UDP,45,100,2022/01/20,12:28:30,NULL
0,1372,TCP,45,215,2022/01/20,12:28:30,NULL
0,1373,UDP,45,95,2022/01/20,12:28:30,NULL
0,1374,UDP,128,80,2022/01/20,12:28:30,NULL
0,1375,UDP,128,1208,2022/01/20,12:28:30,NULL
0,1376,UDP,128,81,2022/01/20,12:28:30,NULL
0,1377,UDP,45,87,2022/01/20,12:28:30,NULL
0,1378,UDP,45,184,2022/01/20,12:28:30,NULL
0,1379,UDP,128,92,2022/01/20,12:28:30,NULL
0,1380,UDP,128,75,2022/01/20,12:28:30,NULL
0,1381,TCP,128,40,2022/01/20,12:28:30,NULL
0,1382,UDP,128,1208,2022/01/20,12:28:30,NULL
0,1383,UDP,45,83,2022/01/20,12:28:30,NULL
0,1384,UDP,128,78,2022/01/20,12:28:30,NULL
0,1385,UDP,45,87,2022/01/20,12:28:30,NULL
0,1386,UDP,128,1209,2022/01/20,12:28:30,NULL
0,1387,UDP,45,90,2022/01/20,12:28:30,NULL
0,1388,UDP,128,77,2022/01/20,12:28:30,NULL
0,1389,UDP,128,79,2022/01/20,12:28:30,NULL
0,1390,UDP,45,83,2022/01/20,12:28:30,NULL
0,1391,UDP,45,95,2022/01/20,12:28:30,NULL
0,1392,UDP,128,78,2022/01/20,12:28:30,NULL
0,1393,UDP,128,77,2022/01/20,12:28:30,NULL
0,1394,UDP,128,76,2022/01/20,12:28:30,NULL
0,1395,UDP,45,97,2022/01/20,12:28:30,NULL
0,1396,UDP,45,95,2022/01/20,12:28:30,NULL
0,1397,UDP,45,92,2022/01/20,12:28:30,NULL
0,1398,UDP,128,114,2022/01/20,12:28:31,NULL
0,1399,UDP,128,77,2022/01/20,12:28:31,NULL
0,1400,UDP,45,95,2022/01/20,12:28:31,NULL
0,1401,UDP,45,154,2022/01/20,12:28:31,NULL
0,1402,UDP,45,85,2022/01/20,12:28:31,NULL
0,1403,UDP,128,78,2022/01/20,12:28:31,NULL
0,1404,UDP,128,72,2022/01/20,12:28:31,NULL
0,1405,UDP,45,82,2022/01/20,12:28:31,NULL
0,1406,UDP,128,78,2022/01/20,12:28:31,NULL
0,1407,UDP,45,88,2022/01/20,12:28:31,NULL
0,1408,UDP,128,78,2022/01/20,12:28:31,NULL
0,1409,UDP,45,89,2022/01/20,12:28:31,NULL
0,1410,UDP,128,77,2022/01/20,12:28:31,NULL
0,1411,UDP,45,94,2022/01/20,12:28:31,NULL
0,1412,UDP,128,77,2022/01/20,12:28:31,NULL
0,1413,UDP,128,83,2022/01/20,12:28:31,NULL
0,1414,UDP,45,103,2022/01/20,12:28:31,NULL
0,1415,UDP,45,150,2022/01/20,12:28:31,NULL
0,1416,UDP,128,78,2022/01/20,12:28:31,NULL
0,1417,UDP,128,562,2022/01/20,12:28:31,NULL
0,1418,UDP,45,84,2022/01/20,12:28:31,NULL
0,1419,UDP,45,90,2022/01/20,12:28:31,NULL
0,1420,UDP,128,79,2022/01/20,12:28:31,NULL
0,1421,UDP,45,82,2022/01/20,12:28:31,NULL
0,1422,UDP,128,79,2022/01/20,12:28:31,NULL
0,1423,UDP,45,86,2022/01/20,12:28:31,NULL
0,1424,UDP,128,79,2022/01/20,12:28:31,NULL
0,1425,UDP,45,85,2022/01/20,12:28:31,NULL
0,1426,UDP,128,77,2022/01/20,12:28:32,NULL
0,1427,UDP,51,55,2022/01/20,12:28:32,NULL
0,1428,UDP,51,139,2022/01/20,12:28:32,NULL
0,1429,UDP,45,91,2022/01/20,12:28:32,NULL
0,1430,UDP,128,64,2022/01/20,12:28:32,NULL
0,1431,UDP,128,74,2022/01/20,12:28:32,NULL
0,1432,UDP,45,83,2022/01/20,12:28:32,NULL
0,1433,UDP,128,73,2022/01/20,12:28:32,NULL
0,1434,UDP,45,88,2022/01/20,12:28:32,NULL
0,1435,UDP,45,86,2022/01/20,12:28:32,NULL
0,1436,UDP,128,76,2022/01/20,12:28:32,NULL
0,1437,UDP,128,83,2022/01/20,12:28:32,NULL
0,1438,UDP,128,76,2022/01/20,12:28:32,NULL
0,1439,UDP,128,73,2022/01/20,12:28:32,NULL
0,1440,UDP,45,88,2022/01/20,12:28:32,NULL
0,1441,UDP,45,88,2022/01/20,12:28:32,NULL
0,1442,UDP,51,53,2022/01/20,12:28:32,NULL
0,1443,UDP,45,100,2022/01/20,12:28:32,NULL
0,1444,UDP,128,77,2022/01/20,12:28:32,NULL
0,1445,UDP,45,94,2022/01/20,12:28:32,NULL
0,1446,UDP,128,79,2022/01/20,12:28:32,NULL
0,1447,UDP,45,91,2022/01/20,12:28:32,NULL
0,1448,UDP,128,81,2022/01/20,12:28:32,NULL
0,1449,UDP,45,90,2022/01/20,12:28:32,NULL
0,1450,UDP,128,80,2022/01/20,12:28:32,NULL
0,1451,UDP,45,90,2022/01/20,12:28:32,NULL
0,1452,UDP,128,79,2022/01/20,12:28:32,NULL
0,1453,UDP,45,88,2022/01/20,12:28:32,NULL
0,1454,UDP,128,85,2022/01/20,12:28:32,NULL
0,1455,UDP,45,88,2022/01/20,12:28:33,NULL
0,1456,UDP,128,86,2022/01/20,12:28:33,NULL
0,1457,UDP,45,88,2022/01/20,12:28:33,NULL
0,1458,UDP,128,89,2022/01/20,12:28:33,NULL
0,1459,UDP,45,91,2022/01/20,12:28:33,NULL
0,1460,UDP,45,94,2022/01/20,12:28:33,NULL
0,1461,UDP,128,82,2022/01/20,12:28:33,NULL
0,1462,UDP,128,75,2022/01/20,12:28:33,NULL
0,1463,UDP,128,83,2022/01/20,12:28:33,NULL
0,1464,UDP,45,88,2022/01/20,12:28:33,NULL
0,1465,UDP,45,90,2022/01/20,12:28:33,NULL
0,1466,UDP,128,82,2022/01/20,12:28:33,NULL
0,1467,UDP,45,88,2022/01/20,12:28:33,NULL
0,1468,UDP,128,80,2022/01/20,12:28:33,NULL
0,1469,UDP,45,88,2022/01/20,12:28:33,NULL
0,1470,UDP,45,86,2022/01/20,12:28:33,NULL
0,1471,UDP,128,77,2022/01/20,12:28:33,NULL
0,1472,UDP,128,76,2022/01/20,12:28:33,NULL
0,1473,UDP,45,89,2022/01/20,12:28:33,NULL
0,1474,UDP,128,74,2022/01/20,12:28:33,NULL
0,1475,UDP,45,85,2022/01/20,12:28:33,NULL
0,1476,UDP,45,126,2022/01/20,12:28:33,NULL
0,1477,UDP,128,79,2022/01/20,12:28:33,NULL
0,1478,UDP,45,85,2022/01/20,12:28:33,NULL
0,1479,UDP,128,82,2022/01/20,12:28:34,NULL
0,1480,UDP,45,102,2022/01/20,12:28:34,NULL
0,1481,UDP,128,89,2022/01/20,12:28:34,NULL
0,1482,UDP,45,99,2022/01/20,12:28:34,NULL
0,1483,UDP,128,77,2022/01/20,12:28:34,NULL
0,1484,UDP,45,93,2022/01/20,12:28:34,NULL
0,1485,UDP,128,98,2022/01/20,12:28:34,NULL
0,1486,UDP,128,75,2022/01/20,12:28:34,NULL
0,1487,UDP,128,80,2022/01/20,12:28:34,NULL
0,1488,UDP,128,78,2022/01/20,12:28:34,NULL
0,1489,UDP,45,98,2022/01/20,12:28:34,NULL
0,1490,UDP,45,99,2022/01/20,12:28:34,NULL
0,1491,UDP,128,76,2022/01/20,12:28:34,NULL
0,1492,UDP,45,93,2022/01/20,12:28:34,NULL
0,1493,UDP,45,93,2022/01/20,12:28:34,NULL
0,1494,UDP,128,128,2022/01/20,12:28:34,NULL
